Season,EpisodeNo,AirDate,Writers,Director,SEID,tconst,Title,EpiNo_Netflix,runtimeMinutes,numVotes,averageRating,Description,Summaries,keyWords
6,23,"May 11, 1995",Larry David,Andy Ackerman,S06E23,tt0697693,The Face Painter,22,23.0,3124,8.4,"Jerry, Elaine, Kramer, and David Puddy go to two Stanley Cup playoff games; Kramer holds a grudge against a chimpanzee who hit him with a banana peel; George resolves to take the dramatic step of telling his girlfriend he loves her.","['Jerry scores premium tickets to a New Jersey Devils playoff game. He invites Kramer, Puddy, and Elaine along. But Jerry gets weirded out when Puddy shows up at the game and paints his face to match the team colors. Puddy gets so worked up after the game that he freaks out a visiting pastor from El Salvador, who is convinced that Puddy really is the devil. Elaine tries to convince him otherwise. Kramer enjoyed the game so much that he tries to convince Jerry to get more tickets from the guy Jerry got them from. Meanwhile, George decides to tell his girlfriend that he loves her, only to have the plans backfire on him while Kramer battles a chimpanzee at the zoo.—halo1k', ""Jerry gets tickets to a Rangers-Devils playoff game from Alec Berg, someone he and Elaine dislike. When George opts not to go Elaine gets Jerry's okay to bring her boyfriend Puddy. No is quite prepared for Puddy's level of enthusiasm however. George didn't go to the game so he could keep a date with his new girlfriend Siena. He decides to take a leap of faith and tells her he loves her. Her response is not quite what he was hoping for. When Jerry fails to call Berg the next day to thank him, he suddenly finds himself getting the cold shoulder.—garykmcd"", 'Elaine (Julia Louis-Dreyfus) dates David Puddy (Patrick Warburton) who paints his face in New Jersey Devils colors before each hockey game. Kramer (Michael Richards) gets into a fight with a monkey at the zoo. George (Jason Alexander) debates whether to say I love you to a woman.']",['kiss']
6,24,"May 18, 1995","Marjorie Gross, Carol Leifer",Andy Ackerman,S06E24,tt0697802,The Understudy,23,24.0,3060,7.9,"Jerry dates the ultra-sensitive understudy for Bette Midler in Rochelle, Rochelle: The Musical. When the Improv is scheduled to play Rochelle Rochelle in a softball game, George plows into catcher Bette Midler to score the winning run. Bette is injured because of the incident and is unable to perform in the Broadway premiere. Jerry, George, and the understudy are vilified for the incident, and Kramer goes out of his way to help Bette. Meanwhile, Elaine suspects that a local nail shop is making fun of her in Korean. She learns that George's dad Frank speaks Korean and brings him along to spy on them. Frank recalls his time in the Korean war and how he had an affair with a young Korean woman. Elaine gets kicked out of the nail shop and wanders around aimlessly, and has a chance encounter with catalog magnate J. Peterman, who hires Elaine to work for the catalog.—halo1k","[""Jerry's new girlfriend Gennice understudies Bette Midler in her upcoming Broadway musical. She very emotional and seems to cry at the drop of a hat. When Jerry's softball team plays the team from Midler's musical, George slides into home plate and knock Midler out cold. Soon everybody is accusing them of arranging for Gennice to have the starring role. Elaine meanwhile enlists the help of Frank Costanza to find out what her Korean manicurist is saying about her. Frank speaks Korean and even had a love affair with a beautiful Korean girl named Kim. Barred from the shop after her deception is found out, Elaine has a life altering meeting with someone on the street.—garykmcd"", ""Jerry begins to date a girl who is an understudy for Bette Midler in her new Broadway musical, Rochelle, Rochelle. Jerry, George and Kramer all play on the Improv softball team and happen to be playing against the cast and crew of Rochelle, Rochelle. Kramer fawns over Bette and Jerry's girlfriend cries about her frankfurter falling on the ground but not about her grandmother dying.—LizC2421""]",['actress playing herself']
7,1,"September 21, 1995",Larry David,Andy Ackerman,S07E01,tt0697690,The Engagement,1,24.0,3266,8.6,"While sitting in the coffee shop, Jerry and George resolve to grow up and take life more seriously. Jerry decides to call the woman he recently broke up with - because she shushed him. For his part, George has been thinking a lot about his former girlfriend Susan. After imagining the ideal life they could have together, he goes to her apartment and proposes. She accepts and George almost immediately begins to have second thoughts, especially after Jerry breaks up with his girlfriend a second time. Elaine meanwhile is having trouble with a neighbor's barking dog and enlists the help of two professionals to get rid of the problem: Kramer and Newman.—garykmcd","[""Elaine has a problem sleeping in her new apartment because of a dog that keeps barking. Meanwhile, George gets back together with Susan Ross, proposes to her, then begins to have seconds thoughts about it. Jerry breaks up with Malanie because of her peculiar eating habits and Kramer's solution to help Elaine includes Newman, a van and a case of dog-napping.—TWM""]","['chess', 'pushing', 'sleep', 'dog barks', 'nightmare', 'baseball cap worn backwards', 'marriage proposal', 'peas', 'flock of birds', 'rant']"
7,2,"September 28, 1995",Larry David,Andy Ackerman,S07E02,tt0697759,The Postponement,2,23.0,2939,8.2,George gets cold feet and tries everything he can to postpone the wedding; Elaine is jealous of George's engagement; Kramer spills hot coffee on himself.,"[""Immediately after proposing, George tries to postpone his marriage to Susan. Elaine becomes increasingly jealous of George's engagement and has a discussion with her neighbor, a rabbi, who then proceeds to tell the whole neighborhood. Jerry learns about the dog-napping plot (see previous episode) and immediately fingers Newman as the culprit. Kramer sneaks a café latte in the movie theater and burns himself, and hires Jackie Chiles in an effort to sue the coffee shop.—halo1k"", ""George is now in a total panic over his upcoming marriage to Susan. He suggests to her that they delay until the first day of spring but she bursts into tears and George immediately crumbles. He decides to try another way. Elaine has a chat with a rabbi who lives in her building and opens up about how she's jealous of George being engaged. Soon everyone she meets seems to know her innermost feelings. Kramer meanwhile tries to sneak a coffee into a movie theatre only to burn himself. That's okay since he's now suing the coffee shop for serving coffee that's too hot.—garykmcd"", ""George wants to postpone the wedding with Susan, but he doesn't know how to approach the situation, and is afraid of how Susan will react to it. Elaine is jealous at George, because she also wants to get married, and she confides this fact to the local Rabbi, who then betrays her trust by telling her secrets to every person he meets. Meanwhile, Kramer spills hot coffee on his lap and wants to sue the place that sold it to him.—KnatLouie""]","['latte', 'popcorn', 'crying woman', 'parallel parking']"
7,3,"October 5, 1995",Larry David,Andy Ackerman,S07E03,tt0697726,The Maestro,3,23.0,3031,8.1,"Elaine's latest boyfriend likes to be known as ""The Maestro""; Kramer reaches an unsatisfactory settlement with the coffee company, much to his lawyer's chagrin.","[""Kramer is pursuing his lawsuit against a coffee shop for selling him coffee that was too hot. Jackie Chiles represents him and thinks they'll make a fortune. He may have a problem when Elaine's new boyfriend gives him a salve that cleans up his burn mark overnight. The boyfriend, who conducts the police band, insists that everyone call him Maestro, which is just a bit too pretentious. Meanwhile, George goes shopping with Susan at a store owned by her family. He's not too keen on the clothes she thinks he should wear and he's bothered by the face that the security guard must stand all day.—garykmcd"", 'Elaine is dating Kramer\'s friend Bob Cobb, who wants everybody to call him ""Maestro"" because he\'s a conductor and Leonard Bernstein\'s closest friends called him ""Maestro"" too. Bob owns a house in Tuscany, but tells Jerry that it\'s impossible to get a house down there. Of course Jerry tries to confirm this. Meanwhile, Kramer wants to sue the coffee shop (Java World) that sold him the hot coffee which scalded him in the previous episode. He hires Jackie Chiles, a lawyer with a striking resemblance to real-life attorney Johnnie Cochran. George thinks it must be hard for the security guard at Susan\'s uncle\'s store to stand up all day so he buys him a chair.—KnatLouie']","['coffee', 'tuscany', 'foreplay', 'kiss', 'robbery', 'intimidation', 'rocking chair', 'passionate kiss', 'singing opera music', 'ostentation', 'orchestra conductor']"
7,4,"October 12, 1995","Tom Gammill, Max Pross",Andy Ackerman,S07E04,tt0697812,The Wink,4,23.0,3247,8.6,"Jerry squirts grapefruit into George's eye at breakfast, and for the rest of the day George is misinterpreted because everyone thinks he is winking at them.","[""Jerry squirts grapefruit juice in George's eye and he develops and uncontrollable wink in his eye. This causes Kramer to sell Steinbrenner's birthday card and George's co-worker Morgan to get fired. Elaine is dating a wake up service guy named James she met on the phone. Jerry is dating Elaine's cousin Holly who loves to eat meat. Jerry tries to impress her by pretending to eat her mutton but actual stuffs the chewed up pieces into Grandma Mima's napkins and into his jacket. Elaine borrows Jerry's jacket and gets chased by dogs. She has to spend the night at her boyfriend's house and they sleep head to toe on his sofa bed. Kramer makes a deal with a terminally ill boy named Bobby that if Paul O'Neill hits two home runs he will give Kramer the birthday card back. James's dogs find the mutton and the used napkins are used as dog bandannas. Holly tries to cook Jerry pork chops and he stuffs it into his sofa and James's dogs find it as well.—Jim"", ""Jerry's attempt at eating healthier results in George having grapefruit juice squirted in his eye which leads him to constantly wink. It results in an awkward situation at work and a promotion. Jerry has decided to stop eating meat but is concerned his new girlfriend will think he's a wimp. His attempts to hide that fact lead to problems for Elaine who's been dating the guy who phones her from the wake up service. Only problem is that he's a dog lover. Kramer hopes to sell an interoffice envelope from the Yankees with the signatures of several baseball stars.—garykmcd"", ""Jerry is dating a girl who likes to eat lots of meat, but he doesn't want to tell her that he'd rather not eat meat, so he tries hiding it in his pockets while they eat. But when Elaine borrows his jacket, she is stalked by a bunch of hungry dogs, so she is forced to sleep over at the Wake-Up Call guy's place, which causes him to sleep over. Meanwhile, George and Kramer sells an autographed New York Yankees-postcard to a little sick boy by mistake, and goes to the hospital to try and get it back again from him.—KnatLouie""]","['grapefruit', 'birthday card', 'mutton', 'home run', 'wake up call', 'orange juice', 'feet on face', 'border collie', 'old english sheepdog', 'candelabra', 'porterhouse steak', 'golden retriever', 'squirted in the eye']"
7,5,"October 19, 1995","Gregg Kavet, Andy Robin",Andy Ackerman,S07E05,tt0697710,The Hot Tub,5,23.0,3178,8.6,"Wilhelm thinks George is cracking under the pressure of working in the big leagues. So he has George entertain a group of visiting baseball officials from the Houston Astros, who are in New York to discuss inter-league play. George picks up a bad habit from them, who call everyone either a ""bastard"" or a ""son of a bitch"". Kramer buys a hot tub from his friend Lomez and installs it in his apartment. At the same time, Elaine is having a marathon runner from Trinidad And Tobago named Jean Paul Jean Paul stay with her as a house guest. Jean Paul was in the Olympics and became famous for having over slept and missed the entire race. She tells Jerry about it, and Jerry meets Jean Paul. Jean Paul reveals that there were separate knobs for the volume and the radio volume. Elaine also gets a severe case of writer's block when Peterman asks Elaine to come up with an idea for the Himalayan Walking Shoes. The previous night, Kramer runs the heat pump too hot and it blows out, reducing his body temperature in the process. The next day after George meets the baseball officials, he curses at them on the phone. Wilhelm once again thinks George is cracking under the pressure and reports it to Steinbrenner. Back at Elaine's, Jean Paul comments on what a ""cute little bastard"" her neighbor's baby is. Jean Paul gets kicked out of the building and has to go stay with Jerry. Jerry checks Jean Paul into a hotel and makes sure that the alarm clock situation is satisfactory. But after Jerry offends the wake-up guy, they bail on the hotel and go back to Jerry's apartment. Jerry tells Kramer to set his mental alarm for 6:30. Elaine, meanwhile, becomes disillusioned with Jerry about the whole Jean Paul ordeal and takes a walk, when she finally overcomes her catalog writer's block and comes up with a great write-up for the Himalayan Walking Shoes. But then during the night, Kramer's heat pump blows out all the fuses in the building. Jerry realizes that they had overslept and he and Jean Paul rush out to get to the race in time. They succeed and Jean Paul is leading the race when they get to the finish line. But Kramer is so cold from having the heat pump blown out that he is drinking boiling hot cups of coffee. Jean Paul grabs Kramer's drink instead of one of the other drinks and burns himself. George meets with Steinbrenner, who educates him on the nerve-calming capabilities of the hot tub.—halo1k","[""Elaine has a an acquaintance, Jean-Paul from Trinidad, who's come to New York to run in the marathon. Some years before he slept in and missed running in the Olympic marathon. Jerry thinks she's taken on a major responsibility but Elaine seems completely unfazed. Jerry obsesses over it and decides to make sure Jean-Paul doesn't sleep in. Kramer's hot tub conks out. Meanwhile George is enjoying his job with the Yankees and he thinks he's come up the perfect scheme to make people believe he's very busy. Elaine has catalog writers block.—garykmcd"", ""George picks up a bad habit from some visiting baseball officials. During the time of the New York City Marathon, Elaine has an out of country runner as her house guest. The runner had overslept and missed the big race at the last Olympics and Jerry obsesses with ensuring that it doesn't happen again. Kramer gets a hot tub from his friend Lomez, and Elaine has writer's block.—Anonymous""]","['power failure', 'marathon', 'houseguest', 'tea', 'hot tub', 'stadium', 'bar', 'airplane', 'athlete', 'hotel', 'alarm clock', 'recipe', 'gazpacho', 'jambalaya', 'intimidation', 'mulligatawny', 'crab bisque', 'turkey chili', 'armoire', 'boeing 747', 'hypothermia', 'crossword puzzle', 'muffin', 'microwave oven', 'baby carriage', 'based on true story']"
7,6,"November 2, 1995",Spike Feresten,Andy Ackerman,S07E06,tt0697782,The Soup Nazi,6,23.0,6493,9.5,"A soup stand owner obsesses about his customers' ordering procedure, but his soup is so good that people line up down the block for it anyway.","['In this series-defining episode, everyone goes to this new soup stand because the soup is so great. Unfortunately, the owner is obsessed about his customer\'s ordering procedure. Jerry and his new girlfriend annoy everybody by using baby talk. George tries to do the same thing with Susan to show how annoying they are to everybody. Jerry and his girlfriend get rejected from the Soup Nazi\'s kitchen when they\'re caught kissing in line. Elaine buys an Armoire and asks Kramer to watch it. While watching it, Kramer is robbed by some gay, trash-talking street toughs who want nothing more than the Armoire. She then gets rejected from the soup kitchen when she offends the ""Soup Nazi"". Kramer, who befriends the Soup Nazi, gets a new Armoire exactly like the one that was stolen from him. He then gives it to Elaine, who discovers the Soup Nazi\'s recipes inside. Jerry pleads with her not to do anything, but Elaine threatens to put the Soup Nazi out of business.—halo1k', ""Jerry finds a new soup shop that makes the best soup anyone has ever tasted. The only problem is that the owner, who's earned the nickname the Soup Nazi, is something of an eccentric. Despite warnings to the contrary, both George and Elaine fail to follow the 'rules' and suffer the consequences. Elaine has also found the perfect armoire but can't move it in to her building on a Sunday. Kramer offers to stand guard with little effect. Kramer makes up for his less than stellar guard skills by finding Elaine a new armoire from none other than the soup Nazi. She finds something inside that levels the playing field.—garykmcd"", ""A soup stand owner has a fanatic way of keeping his customers' ordering procedure as quick and smooth as possible, so he dismisses every customer who is incapable of following his instructions. His soup is so good that people line up down the block for it anyway, and this particularly annoys Elaine, who thinks he's an arrogant jerk, which results in her trying to destroy his business. Meanwhile, she asks Kramer to guard her newly-bought Armoire, but a couple of homosexual thugs rob him in bright day-light, and he's not able to stop them because they are too tough.—KnatLouie""]","['soup', 'episode title spoken by character', 'armoire', 'customer relations', 'cook', 'proprietor', 'take out food', 'small business', 'kiss', 'reference to al pacino']"
7,7,"November 9, 1995","Alec Berg, Jeff Schaffer",Andy Ackerman,S07E07,tt0697771,The Secret Code,7,23.0,3069,8.4,"George refuses to give anyone his secret code (BOSCO). Kramer buys a police scanner. Jerry does a series of ads for Leapin' Larry's Appliance Store. Elaine has dinner with J. Peterman but after she and Jerry bail on the dinner, George is stuck to dine with Peterman. George spills his secret code to Peterman's dying mother and gets in trouble for it.—halo1k","['Elaine ropes Jerry and George into having dinner with her and her boss Peterman but after she and Jerry get out of it, George is left with him on his own. It all turns into a fiasco when Peterman learns that his mother is on her deathbed. Her last words are puzzling to him but not to George. Meanwhile, Kramer buys a police scanner and is convinced he can help the New York fire department select faster routes as they respond to alarms.—garykmcd']","['police scanner', 'fire alarm', 'fire pole', 'yellow rose', 'fire truck', 'building fire', 'popcorn', 'chopsticks', 'dinner date', 'misunderstanding', 'limping', 'bosco chocolate syrup', 'atm pin']"
7,8,"November 16, 1995",David Mandel,Andy Ackerman,S07E08,tt0697758,The Pool Guy,8,23.0,3018,8.3,Jerry has a hard time telling the pool guy at his new health club that there isn't room for a 5th member of the group. George's worlds collide when Elaine starts hanging out with Susan. Kramer discovers that his phone number is one digit off from that of a popular movie-finding service and offers help to those that mistakenly call his number.—Anonymous,"[""With an extra ticket for a fashion exhibit at the museum, Elaine decides to take up Jerry's suggestion that she invite George's fiancée Susan to go with her. They have a fabulous time but it drives the paranoid George nuts thinking what they might be saying about him. Jerry is a bit uncomfortable when the pool guy at a fitness club he's just joined starts to hang around with him. Jerry sets him straight but it has it's own particular repercussions. Kramer meanwhile has a new phone number that is just one digit off a movie info line. He decides to start helping people out.—garykmcd"", ""Kramer is seeking sponsors for an upcoming AIDS walk but plays poker all night just before and refuses to wear an AIDS-awareness ribbon. Jerry happily sponsors Kramer for the walk, especially after Kramer's list has the phone number of an attractive woman he's recently met. Elaine meanwhile is upset to learn that her preferred contraceptive method, the sponge, had been taken off the market. She manages to find some but knowing there will be no more available must decide if future partners are sponge-worthy.—garykmcd""]","['falling into a pool', 'movie theater', 'popcorn', 'jumping into a pool', 'falling into pool', 'wrong number', '555 phone number', 'mister movie fone']"
7,9,"December 7, 1995",Peter Mehlman,Andy Ackerman,S07E09,tt0697783,The Sponge,9,23.0,3073,8.3,"After learning that her prophylactic of choice is being discontinued, Elaine buys a case of Today sponges and scrutinizes her dates for their sponge-worthiness.","['Elaine\'s birth control method of choice is being discontinued and she goes all over New York to find the last remaining case. After she successfully finds it, she then begins the agonizing process of determining whether or not her dates are ""sponge-worthy"". Kramer participates in an AIDS walk but when he refuses to wear the ribbon, he suffers the consequences. Meanwhile, Jerry meets a woman and doesn\'t get her phone number. He then gets it from the list of participants in the AIDS walk. He tells George, who proceeds to tell Susan, who then starts a chain reaction of phone calls and ultimately winds up getting back to Jerry, who gets dumped as a result.—halo1k', ""Kramer is seeking sponsors for an upcoming AIDS walk but plays poker all night just before and refuses to wear an AIDS-awareness ribbon. Jerry happily sponsors Kramer for the walk, especially after Kramer's list has the phone number of an attractive woman he's recently met. Elaine meanwhile is upset to learn that her preferred contraceptive method, the sponge, had been taken off the market. She manages to find some but knowing there will be no more available must decide if future partners are sponge-worthy.—garykmcd""]","['sponge', 'birth control', 'kiss', 'all night poker game', 'intimidation', 'aids ribbon', 'foot in the door', 'contraceptive sponge', 'premature ejaculation', 'condom']"
7,10,"December 14, 1995","Tom Gammill, Max Pross",Andy Ackerman,S07E10,tt0697705,The Gum,10,23.0,3368,8.6,"When Lloyd Braun comes back from the psychiatric hospital, Kramer takes him under his wing and convinces Jerry to buy gum from him and wear glasses that don't belong to him to prove that Lloyd isn't crazy. George tries to prove to his old neighbor Deena that he isn't crazy after a cashier short-changes him.—Jim","[""George is unhappy that Lloyd Braun - the son his mother wishes she had - is back. He takes delight in spreading the news that Lloyd had a breakdown after managing an unsuccessful political campaign. George's attempts to discredit Lloyd lead others to think George is the one who's a bit off. Elaine and Jerry try to avoid Lloyd: Elaine, because they used to date; and Jerry, because Lloyd keeps attempting to get him to try a new gum. Meanwhile, George has trouble with his car after a former neighbor fiddles with the engine; and Kramer gets involved with the restoration of an old theater.—garykmcd""]","['christmas', 'christmas episode', 'sexy woman', 'cleavage', 'wardrobe malfunction', 'wet clothes', 'wet blouse', 'downblouse', 'reference to jon voight', 'story continued during end credits', 'twenty dollar bill', 'towing a car', 'costume', 'hundred dollar bill', 'flower shop', 'wet t shirt', 'car fire', 'lost and found', 'horseback riding', 'front row', 'popcorn', 'pipe smoking', 'movie theater', 'chewing gum']"
7,11,"January 4, 1996",Carol Leifer,Andy Ackerman,S07E11,tt0697769,The Rye,11,23.0,3780,8.8,"After George's parents take back the bread they gifted to Susan's parents, George makes Jerry find another loaf and tries to appease Susan's parents by taking them on Kramer's Manhattan horse tours, to disastrous consequences.","[""George is nervous about an upcoming dinner he and his parents are having with Susan and her parents and with good reason. They don't exactly hit it off and Frank Costanza so upset at the end of it all that he takes back the loaf of rye bread they had brought as a gift. George is intent on returning it leading Jerry to have an interesting encounter with an old woman who buys the last loaf of rye at the bakery. Elaine has a new musician boyfriend but Jerry may ruin the relationship when he describes it as hot and heavy. Kramer gets the use of a neighbor's hansom cab and begins giving guided tours of New York.—garykmcd""]","['hansom cab', 'cunnilingus', 'fishing pole', 'marble rye', 'top hat', 'merlot the wine', 'cornish game hen', 'flatulence', 'zipping a dress', 'playing a saxophone', 'jazz band']"
7,12,"January 25, 1996","Gregg Kavet, Andy Robin",Andy Ackerman,S07E12,tt0697666,The Caddy,12,23.0,3159,8.6,"Elaine's floozy former ex-roommate Sue Ellen Mischkie returns. George locks his keys in his car and leaves it in the Yankees parking lot. Elaine, out of spite, buys Sue Ellen a bra for a birthday gift as she has never worn one. George, having successfully convinced Wilhelm and Steinbrenner that he's putting in extra hours, decides to skip town with Susan after learning that her father rebuilt the cabin. So George asks Kramer and Jerry to go to Yankee Stadium and take the fliers off of his car. The car is really dirty, and Jerry and Kramer decide to go take it to the car wash. But along the way, they see Sue Ellen wearing the bra as a top. Jerry and Kramer get distracted and crash George's car. They return the damaged car back to Yankee Stadium. Steinbrenner, having seen the damage, and with George nowhere in sight, thinks George is dead. Kramer injures his arm in the accident, and his golf game is ruined. Elaine decides that Sue Ellen is a menace to society, and Kramer hires smooth-talking attorney Jackie Chiles to represent them. Unfortunately, the trial is jeopardized when Kramer asks Stan The Caddy for advice.—halo1k","[""Elaine plots a little revenge against old nemesis Sue Ellen Mishckie who many years before had lured Elaine's boyfriend away by going bra-less. It seems fitting that she would give her a bra as a present which she takes to wearing as a top. George meanwhile is trying to finagle a promotion at work and leaves his car there to have his bosses think that he's putting in a lot of extra hours. In fact he's off for the weekend with his girlfriend and gets Jerry to make sure there are no fliers on the windshield. Jerry and Kramer take the car to be washed but on the way back to the parking lot, see the bra-wearing Sue Ellen walking down the street. Kramer sues the woman after he's injured in the ensuring crash, affecting his golf game.—garykmcd""]","['sexy woman', 'bouncing breasts', 'brassiere', 'trial', 'ex roommate', 'tall woman', 'lawsuit', 'pay phone', 'reserved parking place', 'yankee stadium bronx new york city', ""o'henry candy bar"", 'golf club', 'open blouse', 'car crash', 'advertising flyer', 'pigeon', 'cabin in the woods', 'keys locked in a car', 'finger gun', 'braless', 'o.j. simpson spoof', 'heiress']"
7,13,"February 1, 1996","Alec Berg, Jeff Schaffer",Andy Ackerman,S07E13,tt0697774,The Seven,13,23.0,2908,8.1,George becomes upset when Susan's cousin names her baby with the name he planned to use for his first child; Jerry questions his girlfriend's style.,"[""George meets Susan's cousins. The wife is expecting a baby and they are having a hard time agreeing on the name. George reveals that he wants to name his kid Seven after Mickey Mantle. The cousins like the idea of naming their kid Seven, but nobody else does. Elaine buys an antique bicycle and hurts her neck in the process. Kramer fixes her neck and wants the bicycle in exchange for payment. Jerry's new girlfriend wears the same dress every single day.—halo1k"", ""George meets Susan's cousin and her husband. She will soon have a baby but they have yet to choose a name. George tells them he knows exactly what his first child will be called : Seven, in honor of Yankees great Mickey Mantle. Susan hates the name but her cousin thinks it's great and decides to use it. George goes over the top in trying to convince them otherwise. Elaine finds the perfect antique bicycle in a shop but hurts herself and offers to give the bike to anyone who can fix the crick in her neck. Kramer comes to the rescue. Jerry meanwhile has a new girlfriend who seems to wear the same dress all the time.—garykmcd""]","[""man riding a girl's bicycle"", 'woman in labor', 'mediator', 'indoor riding bicycle', 'reference to mickey mantle', 'mooching', 'cigar smoking', 'cupcake', 'baby name', 'mustard', 'neck strain', 'eating spaghetti', 'pregnancy']"
7,14,"February 8, 1996","Larry David, Jerry Seinfeld",Andy Ackerman,S07E14,tt0697667,The Cadillac,14,44.0,3217,8.5,"In this hour-long episode, Jerry performs the biggest show of his life in Atlantic City. He receives a rather generous pay check for the event, and decides to buy his father a Cadillac. Unfortunately, doing so puts Morty in the hot seat with the condo board of directors, where he serves as president. Morty is accused of stealing money from the board, and ultimately gets removed from his post as president and kicked out of the condo. Meanwhile, thanks to Elaine, George can score a date with ""My Cousin Vinny"" star Marisa Tomei but Elaine objects because of George's engagement with Susan. Kramer turns the tables on the cable company when they want to disconnect his service.—halo1k","[""After a particularly big payday, Jerry decides to surprise his parents by buying them a new car. He flies down to Florida and personally delivers a fully loaded Cadillac. His Dad is thrilled with the car and proud to have such a giving son. Some of his neighbors, especially Jack, aren't so keen and Morty is accused of stealing condo funds to pay for his new rich lifestyle. There's a move to impeach Morty as the condo president and the deciding vote rests with Mrs. Choate who is sure she's seen Jerry somewhere before. In New York meanwhile, George begins to obsess over the possibility that he could have a date with Marisa Tomei thanks to one of Elaine's friends who knows her. The fact that he's engaged doesn't seem to bother him. Kramer meanwhile is getting his revenge on the local cable company by constantly agreeing to appointments for them to come to his apartment but then making a point of not being there—garykmcd"", ""Jerry purchases a new Cadillac for his parents; George questions his relationship with Susan after Elaine's friend sets him up with actress Marisa Tomei. The retirement community impeached Marty over the new Cadillac that Jerry bought him; George bombs with Marisa Tomei after revealing his engagement.—Dynasti Noble""]","['richard nixon imitation', 'reference to richard nixon', 'kiss', 'association meeting', 'impeachment', 'punched in the face', 'central park manhattan new york city', 'foot chase', 'extravagant gift', 'peephole', 'cable tv', 'flirting', 'paycheck', 'reference to pippi longstocking']"
7,16,"February 15, 1996","Peter Mehlman, Marjorie Gross",Andy Ackerman,S07E16,tt0697776,The Shower Head,15,23.0,2980,8.4,"Peterman wants Elaine to go to Africa, but when Elaine tests positive for Opium in her physical, that means no dice. George tries to convince his parents to move to Florida so that he finally gets his ""buffer zone"", but they have problems with Jerry's parents. Kramer and Newman scheme to buy black market shower heads when the building switches to low-flow ones.—halo1k","[""Jerry appears on the Tonight Show with Jay Leno but his jokes about his uncle Leo don't go over very well. Jerry's parents are in town after the fiasco at their condo and are living in Leo's apartment. Jerry is desperate to get them to go back to Florida. George decides that he too would like a buffer between himself and his parents and does his best to convince them they too should also be living in Florida. At work, Peterman tells Elaine she can't go to Africa with him after she tests positive for drugs. Kramer is upset when the apartment managers begin installing low flow shower heads.—garykmcd""]","['physical examination', 'black market', 'the tonight show', 'hit with a door', 'male in a shower', 'breaking up with girlfriend', 'poppyseed muffin', 'low flow showerhead', 'matted hair', 'urine test', 'urine sample', 'urban legend', 'drug testing']"
7,17,"February 22, 1996","Tom Gammill, Max Pross",Andy Ackerman,S07E17,tt0697687,The Doll,16,23.0,2934,8.1,"George freaks out when he discovers that Susan has a doll that looks exactly like his mother. Jerry decides to use that as a bit on the Charles Grodin show when his prop gets destroyed in his carry-on luggage, but fellow comedian Sally Weaver screws up his bit by bringing him the wrong doll.—halo1k","[""After Elaine mentions in passing that she took a photo in Tuscany of a shop called Costanza, Frank is convinced that he has found his long lost cousin Carlo. George learns that Frank has converted his old bedroom into a pool room, though the room itself may be a bit too small. George freaks out when he sees Susan's doll collection which includes one that is the spitting image of his mother. Jerry meanwhile runs into an old acquaintance, Sally Weaver, who seems to have the knack of ruining his plans for appearing on a talk show.—garykmcd""]","['doll collection', 'kiss', 'look alike', 'autographed poster', 'spilled drink', 'ice cream cone', 'cigar smoking', ""conductor's baton"", 'tuxedo', 'cereal box toy', 'doormat', 'billiards']"
7,18,"March 7, 1996",David Mandel,Andy Ackerman,S07E18,tt0697700,The Friars Club,17,23.0,2830,7.7,"Jerry has a hard time getting membership in the Friar's Club when the Flying Sandos Brothers take his jacket during a show. Meanwhile, Elaine suspects that a new co-worker (Rob Schneider) is faking a hearing disorder to get out of doing work.—halo1k","[""Jerry is up for membership at the Friars Club and he invites George, Susan and her friend Hallie for dinner. He arrives without a jacket, which the club conveniently provides but he forgets to return it when he leaves. It all leads to a round of the jacket disappearing and then reappearing as people keep borrowing it and then sending it off to be cleaned. It all puts Jerry's membership at the club in doubt. Elaine meanwhile thinks a new employee at her work, Bob, is faking a hearing impairment to avoid having to do any work.—garykmcd""]","['alarm', 'emergancy exit', 'magic show', 'thrown into water', 'falling asleep', 'double date', 'tuxedo', 'hearing aid', 'reference to leonardo da vinci']"
7,19,"April 4, 1996",Spike Feresten,Andy Ackerman,S07E19,tt0697811,The Wig Master,18,23.0,2925,8.1,"Susan's friends are in town for the Broadway production of Joseph And The Amazing Technicolor Dreamcoat. Kramer gets to wear the coat and is mistaken for a pimp in public when he accuses a local parking lot of running a prostitution ring out of his car. Jerry buys a jacket and later returns it for spite. Elaine tries to buy a dress from the same guy Jerry gets the jacket from, but is stunned to learn that he's holding it until Elaine sleeps with him.—halo1k","[""George is amazed at having found a relatively inexpensive parking lot. When Kramer finds a used condom in the car however, George checks out the lot a little more carefully and finds the owner may be making use of the parked cars for a little extracurricular income. Jerry is miffed at a salesman in a high end clothing store but Elaine gets along fabulously with him, even getting a discount on an expensive dress - or so she hopes. George's fiancé Susan has a friend staying with her and George, the wig master for a musical production. George and Jerry aren't keen on the guy.—garykmcd""]","['buxom', 'parking lot', 'wig', 'clothing store', 'two males in bed', 'sex in a car', 'mugshot', 'reference to george hamilton', 'champagne cooler', 'prostitute', 'walking cane', 'technicalor dream coat', 'cadillac el dorado', 'pink cadillac', 'rose', 'flirting', 'crested blazed']"
